State,Issuer_Name,Issuer_ID,Metal_Level,Issuer_Claims_Received,Issuer_Claims_Denials,Issuer_Internal_Appeals_Filed,Issuer_Number_Internal_Appeals_Overturned,Issuer_Percent_Internal_Appeals_Overturned,Issuer_External_Appeals_Filed,Issuer_Number_External_Appeals_Overturned,Issuer_Percent_External_Appeals_Overturned,Plan_Number_Claims_Received,Plan_Number_Claims_Denied,Plan_Number_Claims_Denied_Referral_Required,Plan_Number_Claims_Denied_Out_of_Network,Plan_Number_Claims_Denied_Services_Excluded,Plan_Number_Claims_Denied_Not_Medically_Necessary_Excl_Behavioral_Health,Plan_Number_Claims_Denied_Not_Medically_Necessary_Behavioral_Health_Only,Plan_Number_Claims_Denied_Other,Rate_Review,Financial_Information,Average Monthly Enrollment,Average Monthly Disenrollment
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Bronze Expanded,1702700,270255,1917,615,32.08,47,14,29.79,3430,384,43,14,**,**,0,332,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,143,13
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Bronze Expanded,1702700,270255,1917,615,32.08,47,14,29.79,18903,2708,428,192,64,17,0,2199,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,538,69
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Bronze Expanded,1702700,270255,1917,615,32.08,47,14,29.79,20872,3126,340,74,41,21,0,2724,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,621,71
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Bronze Expanded,1702700,270255,1917,615,32.08,47,14,29.79,48437,8403,975,1743,143,34,0,7251,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,1728,275
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Bronze Expanded,1702700,270255,1917,615,32.08,47,14,29.79,14626,2382,197,113,100,27,0,2058,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,441,48
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Bronze Expanded,1702700,270255,1917,615,32.08,47,14,29.79,31313,4238,418,192,59,40,0,3721,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,815,88
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Bronze Expanded,1702700,270255,1917,615,32.08,47,14,29.79,2354,359,54,**,**,0,0,300,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,58,*
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Bronze Expanded,1702700,270255,1917,615,32.08,47,14,29.79,10755,1497,157,106,14,14,0,1312,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,346,45
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Bronze Expanded,1702700,270255,1917,615,32.08,47,14,29.79,12021,1690,282,67,31,17,**,1359,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,331,49
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Bronze Expanded,1702700,270255,1917,615,32.08,47,14,29.79,25744,4690,523,682,55,34,0,4078,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,761,102
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Gold,1702700,270255,1917,615,32.08,47,14,29.79,33920,8943,693,3134,143,90,**,8011,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,429,89
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Silver,1702700,270255,1917,615,32.08,47,14,29.79,53457,13108,1624,3433,166,75,15,11228,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,953,171
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Bronze Expanded,1702700,270255,1917,615,32.08,47,14,29.79,32022,7985,1027,2102,115,24,**,6818,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,1052,217
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Silver,1702700,270255,1917,615,32.08,47,14,29.79,40668,9688,1127,2446,131,41,0,8389,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,723,123
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Silver,1702700,270255,1917,615,32.08,47,14,29.79,38341,9262,978,2316,97,41,0,8146,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,712,120
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Silver,1702700,270255,1917,615,32.08,47,14,29.79,36733,6607,814,1133,57,69,**,5657,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,958,137
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Bronze Expanded,1702700,270255,1917,615,32.08,47,14,29.79,9988,2005,226,578,38,**,**,1736,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,238,31
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Bronze Expanded,1702700,270255,1917,615,32.08,47,14,29.79,17068,2691,363,241,42,**,0,2276,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,490,89
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Bronze Expanded,1702700,270255,1917,615,32.08,47,14,29.79,2596,389,66,13,24,**,0,293,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,89,16
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Bronze Expanded,1702700,270255,1917,615,32.08,47,14,29.79,180,24,**,0,0,0,0,22,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,*,*
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Bronze Expanded,1702700,270255,1917,615,32.08,47,14,29.79,25959,3017,407,260,53,31,0,2526,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,1017,129
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Bronze Expanded,1702700,270255,1917,615,32.08,47,14,29.79,4580,595,106,**,**,20,0,465,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,221,36
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Bronze Expanded,1702700,270255,1917,615,32.08,47,14,29.79,18095,2272,228,208,72,28,0,1944,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,801,111
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Bronze Expanded,1702700,270255,1917,615,32.08,47,14,29.79,14117,1813,226,55,34,14,0,1539,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,513,61
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Bronze Expanded,1702700,270255,1917,615,32.08,47,14,29.79,2274,250,49,0,24,**,0,175,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,34,*
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Bronze Expanded,1702700,270255,1917,615,32.08,47,14,29.79,4652,705,82,93,**,**,0,610,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,178,28
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Bronze Expanded,1702700,270255,1917,615,32.08,47,14,29.79,7752,911,116,17,**,**,0,783,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,300,51
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Bronze Expanded,1702700,270255,1917,615,32.08,47,14,29.79,33092,5689,647,1050,78,30,0,4934,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,1335,233
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Silver,1702700,270255,1917,615,32.08,47,14,29.79,12406,1628,256,138,17,15,0,1340,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,188,30
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Silver,1702700,270255,1917,615,32.08,47,14,29.79,2720,431,48,13,**,**,0,381,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,46,*
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Silver,1702700,270255,1917,615,32.08,47,14,29.79,2320,421,23,**,19,31,0,348,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,45,*
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Silver,1702700,270255,1917,615,32.08,47,14,29.79,53416,6343,785,443,71,146,0,5341,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,1186,135
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Silver,1702700,270255,1917,615,32.08,47,14,29.79,16595,2091,262,320,37,37,0,1755,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,430,46
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Silver,1702700,270255,1917,615,32.08,47,14,29.79,8688,1064,108,25,35,40,0,881,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,161,17
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Silver,1702700,270255,1917,615,32.08,47,14,29.79,39940,5491,697,181,46,48,11,4689,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,854,88
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Silver,1702700,270255,1917,615,32.08,47,14,29.79,1111,119,37,0,**,**,0,72,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,22,*
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Silver,1702700,270255,1917,615,32.08,47,14,29.79,13683,1852,266,115,25,17,0,1544,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,337,49
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Silver,1702700,270255,1917,615,32.08,47,14,29.79,12644,1543,279,20,22,32,0,1210,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,249,30
AZ,"Blue Cross and Blue Shield of Arizona, Inc.",53901,Bronze Expanded,1702700,270255,1917,615,32.08,47,14,29.79,46169,11444,1255,3535,90,35,0,10064,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,1715,301
AZ,"Cigna HealthCare of Arizona, Inc",97667,Silver,245947,32296,25,15,60,**,**,**,51112,5956,62,3012,107,1996,1262,2529,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95125&:refresh,1203,152
AZ,"Cigna HealthCare of Arizona, Inc",97667,Bronze Expanded,245947,32296,25,15,60,**,**,**,21000,2332,14,1643,31,1001,287,999,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95125&:refresh,821,113
AZ,"Cigna HealthCare of Arizona, Inc",97667,Bronze Expanded,245947,32296,25,15,60,**,**,**,33441,3974,53,2027,95,1679,400,1747,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95125&:refresh,1140,160
AZ,"Cigna HealthCare of Arizona, Inc",97667,Silver,245947,32296,25,15,60,**,**,**,65200,8357,210,4494,183,3394,1096,3474,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95125&:refresh,1422,183
AZ,"Cigna HealthCare of Arizona, Inc",97667,Gold,245947,32296,25,15,60,**,**,**,14487,3100,14,937,67,1352,427,1240,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95125&:refresh,210,35
AZ,"Cigna HealthCare of Arizona, Inc",97667,Silver,245947,32296,25,15,60,**,**,**,8255,1556,**,543,70,534,174,771,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95125&:refresh,127,16
AZ,"Cigna HealthCare of Arizona, Inc",97667,Silver,245947,32296,25,15,60,**,**,**,35815,4981,41,2768,234,1778,777,2151,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95125&:refresh,765,118
AZ,"Cigna HealthCare of Arizona, Inc",97667,Bronze,245947,32296,25,15,60,**,**,**,16637,2040,80,1197,20,772,324,844,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95125&:refresh,473,74
AZ,"UnitedHealthcare of Arizona, Inc.",40702,Gold,22221,8586,329,141,42.86,0,0,**,1710,738,198,78,160,0,0,385,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96016&:refresh,61,12
AZ,"UnitedHealthcare of Arizona, Inc.",40702,Silver,22221,8586,329,141,42.86,0,0,**,4596,1564,263,275,250,0,0,927,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96016&:refresh,172,34
AZ,"UnitedHealthcare of Arizona, Inc.",40702,Bronze Expanded,22221,8586,329,141,42.86,0,0,**,2918,935,124,176,189,0,0,571,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96016&:refresh,173,36
AZ,"UnitedHealthcare of Arizona, Inc.",40702,Bronze Expanded,22221,8586,329,141,42.86,0,0,**,5079,1972,346,232,454,0,0,1103,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96016&:refresh,335,89
AZ,Bright Health Company of Arizona,87247,Gold,426315,20527,139,**,**,0,0,**,8340,558,0,342,46,19,0,1270,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16122&:refresh,103,21
AZ,Bright Health Company of Arizona,87247,Silver,426315,20527,139,**,**,0,0,**,49297,3202,0,1707,177,45,0,7895,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16122&:refresh,677,95
AZ,Bright Health Company of Arizona,87247,Silver,426315,20527,139,**,**,0,0,**,65889,3515,0,2957,363,30,0,10829,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16122&:refresh,968,126
AZ,Bright Health Company of Arizona,87247,Bronze Expanded,426315,20527,139,**,**,0,0,**,23378,645,0,962,87,0,0,3047,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16122&:refresh,646,103
AZ,Bright Health Company of Arizona,87247,Bronze Expanded,426315,20527,139,**,**,0,0,**,10680,450,0,528,38,**,0,1187,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16122&:refresh,258,17
AZ,Bright Health Company of Arizona,87247,Bronze Expanded,426315,20527,139,**,**,0,0,**,40671,1714,0,1847,248,41,0,4826,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16122&:refresh,976,156
AZ,Bright Health Company of Arizona,87247,Silver,426315,20527,139,**,**,0,0,**,46266,2695,0,2351,203,73,**,7756,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16122&:refresh,697,105
AZ,Bright Health Company of Arizona,87247,Silver,426315,20527,139,**,**,0,0,**,49260,2341,0,2925,369,50,0,6609,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16122&:refresh,832,141
AZ,Bright Health Company of Arizona,87247,Gold,426315,20527,139,**,**,0,0,**,929,50,0,82,**,**,0,163,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16122&:refresh,17,*
AZ,Bright Health Company of Arizona,87247,Silver,426315,20527,139,**,**,0,0,**,5519,272,0,406,28,0,0,1094,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16122&:refresh,104,15
AZ,Bright Health Company of Arizona,87247,Silver,426315,20527,139,**,**,0,0,**,8236,320,0,617,37,**,0,1126,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16122&:refresh,180,31
AZ,Bright Health Company of Arizona,87247,Bronze Expanded,426315,20527,139,**,**,0,0,**,4485,178,0,301,16,0,0,630,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16122&:refresh,168,24
AZ,Bright Health Company of Arizona,87247,Bronze Expanded,426315,20527,139,**,**,0,0,**,960,42,0,75,12,0,0,112,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16122&:refresh,23,*
AZ,Bright Health Company of Arizona,87247,Bronze Expanded,426315,20527,139,**,**,0,0,**,7784,257,0,755,33,**,0,1158,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16122&:refresh,316,54
AZ,Bright Health Company of Arizona,87247,Silver,426315,20527,139,**,**,0,0,**,9405,545,0,862,64,**,0,1402,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16122&:refresh,171,26
AZ,Bright Health Company of Arizona,87247,Silver,426315,20527,139,**,**,0,0,**,7681,340,0,771,30,25,0,1093,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16122&:refresh,194,29
AZ,"Oscar Health Plan, Inc.",13877,Bronze Expanded,322617,11378,54,51,94.44,0,0,**,78028,2733,76,5581,72,0,156,2733,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,5742,1129
AZ,"Oscar Health Plan, Inc.",13877,Bronze Expanded,322617,11378,54,51,94.44,0,0,**,14830,564,**,793,18,0,16,564,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,695,101
AZ,"Oscar Health Plan, Inc.",13877,Bronze Expanded,322617,11378,54,51,94.44,0,0,**,45437,1633,27,2621,95,0,117,1633,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,1970,353
AZ,"Oscar Health Plan, Inc.",13877,Silver,322617,11378,54,51,94.44,0,0,**,33671,1199,25,2150,39,0,71,1199,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,1412,208
AZ,"Oscar Health Plan, Inc.",13877,Silver,322617,11378,54,51,94.44,0,0,**,88556,2517,61,6018,141,0,177,2517,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,4122,647
AZ,"Oscar Health Plan, Inc.",13877,Catastrophic,322617,11378,54,51,94.44,0,0,**,2620,123,**,198,**,0,12,123,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,273,78
AZ,"Oscar Health Plan, Inc.",13877,Gold,322617,11378,54,51,94.44,0,0,**,9642,539,**,492,11,0,27,539,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,216,36
AZ,"Oscar Health Plan, Inc.",13877,Bronze Expanded,322617,11378,54,51,94.44,0,0,**,14769,501,**,1117,39,0,39,501,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,923,125
AZ,"Oscar Health Plan, Inc.",13877,Silver,322617,11378,54,51,94.44,0,0,**,35064,1569,28,2447,60,0,65,1569,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,1197,191
AZ,"Health Net of Arizona, Inc.",91450,Silver,892318,351934,951,395,41.54,**,**,**,141381,59399,10007,49,0,59,**,49283,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95206&:refresh,5613,547
AZ,"Health Net of Arizona, Inc.",91450,Bronze,892318,351934,951,395,41.54,**,**,**,42941,15997,2844,17,0,23,0,13113,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95206&:refresh,3289,441
AZ,"Health Net of Arizona, Inc.",91450,Bronze Expanded,892318,351934,951,395,41.54,**,**,**,78202,27776,5652,33,0,35,0,22056,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95206&:refresh,5030,544
AZ,"Health Net of Arizona, Inc.",91450,Silver,892318,351934,951,395,41.54,**,**,**,237555,94038,15703,81,0,90,0,78164,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95206&:refresh,11719,1244
AZ,"Health Net of Arizona, Inc.",91450,Silver,892318,351934,951,395,41.54,**,**,**,142161,58494,8671,51,0,65,**,49705,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95206&:refresh,7995,842
